id	chrom	start	stop	allele	order	decade	count
chr1:1113519	1	1112519	1114519	NA	2	late	3
chr1:1113519	1	1112519	1114519	1	3	early	0
chr1:1113519	1	1112519	1114519	1	3	middle	0
chr1:1113519	1	1112519	1114519	1	3	late	6
1_LDB_1116569_1184650	1	1116569	1184650	0	1	early	3
1_LDB_1116569_1184650	1	1116569	1184650	0	1	middle	15
1_LDB_1116569_1184650	1	1116569	1184650	0	1	late	13
1_LDB_1116569_1184650	1	1116569	1184650	1	2	early	17
1_LDB_1116569_1184650	1	1116569	1184650	1	2	middle	7
1_LDB_1116569_1184650	1	1116569	1184650	1	2	late	5
1_LDB_1116569_1184650	1	1116569	1184650	2	3	early	7
1_LDB_1116569_1184650	1	1116569	1184650	2	3	middle	5
1_LDB_1116569_1184650	1	1116569	1184650	2	3	late	3
1_LDB_1116569_1184650	1	1116569	1184650	3	4	early	0
1_LDB_1116569_1184650	1	1116569	1184650	3	4	middle	1
1_LDB_1116569_1184650	1	1116569	1184650	3	4	late	8
1_LDB_1116569_1184650	1	1116569	1184650	4	5	early	3
1_LDB_1116569_1184650	1	1116569	1184650	4	5	middle	0
1_LDB_1116569_1184650	1	1116569	1184650	4	5	late	0
1_LDB_1116569_1184650	1	1116569	1184650	NA	6	early	0
1_LDB_1116569_1184650	1	1116569	1184650	NA	6	middle	1
1_LDB_1116569_1184650	1	1116569	1184650	NA	6	late	1
chr1:1195882	1	1194882	1196882	0	1	early	23
chr1:1195882	1	1194882	1196882	0	1	middle	23
chr1:1195882	1	1194882	1196882	0	1	late	27
chr1:1195882	1	1194882	1196882	1	2	early	7
chr1:1195882	1	1194882	1196882	1	2	middle	6
chr1:1195882	1	1194882	1196882	1	2	late	2
chr1:1195882	1	1194882	1196882	NA	3	early	0
chr1:1195882	1	1194882	1196882	NA	3	middle	0
chr1:1195882	1	1194882	1196882	NA	3	late	1
1_LDB_1210551_1703849	1	1210551	1703849	1	1	early	6
1_LDB_1210551_1703849	1	1210551	1703849	1	1	middle	7
1_LDB_1210551_1703849	1	1210551	1703849	1	1	late	3
1_LDB_1210551_1703849	1	1210551	1703849	0	2	early	8
1_LDB_1210551_1703849	1	1210551	1703849	0	2	middle	4
1_LDB_1210551_1703849	1	1210551	1703849	0	2	late	3
1_LDB_1210551_1703849	1	1210551	1703849	3	3	early	0
1_LDB_1210551_1703849	1	1210551	1703849	3	3	middle	2
1_LDB_1210551_1703849	1	1210551	1703849	3	3	late	8
1_LDB_1210551_1703849	1	1210551	1703849	NA	4	early	0
1_LDB_1210551_1703849	1	1210551	1703849	NA	4	middle	4
1_LDB_1210551_1703849	1	1210551	1703849	NA	4	late	5
1_LDB_1210551_1703849	1	1210551	1703849	6	5	early	1
1_LDB_1210551_1703849	1	1210551	1703849	6	5	middle	5
1_LDB_1210551_1703849	1	1210551	1703849	6	5	late	3
1_LDB_1210551_1703849	1	1210551	1703849	2	6	early	3
1_LDB_1210551_1703849	1	1210551	1703849	2	6	middle	2
1_LDB_1210551_1703849	1	1210551	1703849	2	6	late	3
1_LDB_1210551_1703849	1	1210551	1703849	5	7	early	7
1_LDB_1210551_1703849	1	1210551	1703849	5	7	middle	0
1_LDB_1210551_1703849	1	1210551	1703849	5	7	late	0
1_LDB_1210551_1703849	1	1210551	1703849	7	8	early	2
1_LDB_1210551_1703849	1	1210551	1703849	7	8	middle	2
1_LDB_1210551_1703849	1	1210551	1703849	7	8	late	2
1_LDB_1210551_1703849	1	1210551	1703849	4	9	early	0
1_LDB_1210551_1703849	1	1210551	1703849	4	9	middle	3
1_LDB_1210551_1703849	1	1210551	1703849	4	9	late	3
1_LDB_1210551_1703849	1	1210551	1703849	8	10	early	3
1_LDB_1210551_1703849	1	1210551	1703849	8	10	middle	0
1_LDB_1210551_1703849	1	1210551	1703849	8	10	late	0
1_LDB_1706987_1767906	1	1706987	1767906	0	1	early	18
1_LDB_1706987_1767906	1	1706987	1767906	0	1	middle	13
1_LDB_1706987_1767906	1	1706987	1767906	0	1	late	16
1_LDB_1706987_1767906	1	1706987	1767906	1	2	early	2
1_LDB_1706987_1767906	1	1706987	1767906	1	2	middle	12
1_LDB_1706987_1767906	1	1706987	1767906	1	2	late	10
1_LDB_1706987_1767906	1	1706987	1767906	2	3	early	7
1_LDB_1706987_1767906	1	1706987	1767906	2	3	middle	4
1_LDB_1706987_1767906	1	1706987	1767906	2	3	late	3
1_LDB_1706987_1767906	1	1706987	1767906	3	4	early	3
1_LDB_1706987_1767906	1	1706987	1767906	3	4	middle	0
1_LDB_1706987_1767906	1	1706987	1767906	3	4	late	0
1_LDB_1706987_1767906	1	1706987	1767906	NA	5	early	0
1_LDB_1706987_1767906	1	1706987	1767906	NA	5	middle	0
1_LDB_1706987_1767906	1	1706987	1767906	NA	5	late	1
chr1:1770983	1	1769983	1771983	0	1	early	25
chr1:1770983	1	1769983	1771983	0	1	middle	17
chr1:1770983	1	1769983	1771983	0	1	late	18
chr1:1770983	1	1769983	1771983	1	2	early	5
chr1:1770983	1	1769983	1771983	1	2	middle	12
chr1:1770983	1	1769983	1771983	1	2	late	11
chr1:1770983	1	1769983	1771983	NA	3	early	0
chr1:1770983	1	1769983	1771983	NA	3	middle	0
chr1:1770983	1	1769983	1771983	NA	3	late	1
1_LDB_1774145_2100005	1	1774145	2100005	1	1	early	3
1_LDB_1774145_2100005	1	1774145	2100005	1	1	middle	6
1_LDB_1774145_2100005	1	1774145	2100005	1	1	late	9
1_LDB_1774145_2100005	1	1774145	2100005	0	2	early	7
1_LDB_1774145_2100005	1	1774145	2100005	0	2	middle	6
1_LDB_1774145_2100005	1	1774145	2100005	0	2	late	2
1_LDB_1774145_2100005	1	1774145	2100005	2	3	early	5
1_LDB_1774145_2100005	1	1774145	2100005	2	3	middle	5
1_LDB_1774145_2100005	1	1774145	2100005	2	3	late	5
1_LDB_1774145_2100005	1	1774145	2100005	4	4	early	7
1_LDB_1774145_2100005	1	1774145	2100005	4	4	middle	2
1_LDB_1774145_2100005	1	1774145	2100005	4	4	late	4
1_LDB_1774145_2100005	1	1774145	2100005	5	5	early	6
1_LDB_1774145_2100005	1	1774145	2100005	5	5	middle	2
1_LDB_1774145_2100005	1	1774145	2100005	5	5	late	3
1_LDB_1774145_2100005	1	1774145	2100005	3	6	early	2
1_LDB_1774145_2100005	1	1774145	2100005	3	6	middle	3
1_LDB_1774145_2100005	1	1774145	2100005	3	6	late	1
1_LDB_1774145_2100005	1	1774145	2100005	7	7	early	0
1_LDB_1774145_2100005	1	1774145	2100005	7	7	middle	1
1_LDB_1774145_2100005	1	1774145	2100005	7	7	late	4
1_LDB_1774145_2100005	1	1774145	2100005	6	8	early	0
1_LDB_1774145_2100005	1	1774145	2100005	6	8	middle	3
1_LDB_1774145_2100005	1	1774145	2100005	6	8	late	1
1_LDB_1774145_2100005	1	1774145	2100005	NA	9	early	0
1_LDB_1774145_2100005	1	1774145	2100005	NA	9	middle	1
1_LDB_1774145_2100005	1	1774145	2100005	NA	9	late	1
1_LDB_2103204_2109453	1	2103204	2109453	0	1	early	18
1_LDB_2103204_2109453	1	2103204	2109453	0	1	middle	11
1_LDB_2103204_2109453	1	2103204	2109453	0	1	late	16
1_LDB_2103204_2109453	1	2103204	2109453	1	2	early	7
1_LDB_2103204_2109453	1	2103204	2109453	1	2	middle	12
1_LDB_2103204_2109453	1	2103204	2109453	1	2	late	12
1_LDB_2103204_2109453	1	2103204	2109453	2	3	early	2
1_LDB_2103204_2109453	1	2103204	2109453	2	3	middle	6
1_LDB_2103204_2109453	1	2103204	2109453	2	3	late	2
1_LDB_2103204_2109453	1	2103204	2109453	3	4	early	3
1_LDB_2103204_2109453	1	2103204	2109453	3	4	middle	0
1_LDB_2103204_2109453	1	2103204	2109453	3	4	late	0
chr1:2112455	1	2111455	2113455	0	1	early	25
chr1:2112455	1	2111455	2113455	0	1	middle	23
chr1:2112455	1	2111455	2113455	0	1	late	28
chr1:2112455	1	2111455	2113455	1	2	early	5
chr1:2112455	1	2111455	2113455	1	2	middle	6
chr1:2112455	1	2111455	2113455	1	2	late	2
1_LDB_2116096_2158300	1	2116096	2158300	0	1	early	25
1_LDB_2116096_2158300	1	2116096	2158300	0	1	middle	14
1_LDB_2116096_2158300	1	2116096	2158300	0	1	late	13
1_LDB_2116096_2158300	1	2116096	2158300	1	2	early	0
1_LDB_2116096_2158300	1	2116096	2158300	1	2	middle	6
1_LDB_2116096_2158300	1	2116096	2158300	1	2	late	9
1_LDB_2116096_2158300	1	2116096	2158300	3	3	early	2
1_LDB_2116096_2158300	1	2116096	2158300	3	3	middle	6
1_LDB_2116096_2158300	1	2116096	2158300	3	3	late	2
1_LDB_2116096_2158300	1	2116096	2158300	2	4	early	3
1_LDB_2116096_2158300	1	2116096	2158300	2	4	middle	2
1_LDB_2116096_2158300	1	2116096	2158300	2	4	late	5
1_LDB_2116096_2158300	1	2116096	2158300	NA	5	early	0
1_LDB_2116096_2158300	1	2116096	2158300	NA	5	middle	1
1_LDB_2116096_2158300	1	2116096	2158300	NA	5	late	1
1_LDB_2161324_2173690	1	2161324	2173690	0	1	early	25
1_LDB_2161324_2173690	1	2161324	2173690	0	1	middle	14
1_LDB_2161324_2173690	1	2161324	2173690	0	1	late	13
1_LDB_2161324_2173690	1	2161324	2173690	1	2	early	3
1_LDB_2161324_2173690	1	2161324	2173690	1	2	middle	8
1_LDB_2161324_2173690	1	2161324	2173690	1	2	late	14
1_LDB_2161324_2173690	1	2161324	2173690	2	3	early	2
1_LDB_2161324_2173690	1	2161324	2173690	2	3	middle	6
1_LDB_2161324_2173690	1	2161324	2173690	2	3	late	2
1_LDB_2161324_2173690	1	2161324	2173690	NA	4	early	0
1_LDB_2161324_2173690	1	2161324	2173690	NA	4	middle	1
1_LDB_2161324_2173690	1	2161324	2173690	NA	4	late	1
1_LDB_2176841_2514991	1	2176841	2514991	0	1	early	9
1_LDB_2176841_2514991	1	2176841	2514991	0	1	middle	5
1_LDB_2176841_2514991	1	2176841	2514991	0	1	late	8
1_LDB_2176841_2514991	1	2176841	2514991	2	2	early	7
1_LDB_2176841_2514991	1	2176841	2514991	2	2	middle	5
1_LDB_2176841_2514991	1	2176841	2514991	2	2	late	1
1_LDB_2176841_2514991	1	2176841	2514991	NA	3	early	0
1_LDB_2176841_2514991	1	2176841	2514991	NA	3	middle	6
1_LDB_2176841_2514991	1	2176841	2514991	NA	3	late	3
1_LDB_2176841_2514991	1	2176841	2514991	5	4	early	2
1_LDB_2176841_2514991	1	2176841	2514991	5	4	middle	2
1_LDB_2176841_2514991	1	2176841	2514991	5	4	late	4
1_LDB_2176841_2514991	1	2176841	2514991	1	5	early	0
1_LDB_2176841_2514991	1	2176841	2514991	1	5	middle	1
1_LDB_2176841_2514991	1	2176841	2514991	1	5	late	6
1_LDB_2176841_2514991	1	2176841	2514991	9	6	early	1
1_LDB_2176841_2514991	1	2176841	2514991	9	6	middle	4
1_LDB_2176841_2514991	1	2176841	2514991	9	6	late	1
1_LDB_2176841_2514991	1	2176841	2514991	3	7	early	0
1_LDB_2176841_2514991	1	2176841	2514991	3	7	middle	1
1_LDB_2176841_2514991	1	2176841	2514991	3	7	late	5
1_LDB_2176841_2514991	1	2176841	2514991	8	8	early	5
1_LDB_2176841_2514991	1	2176841	2514991	8	8	middle	1
1_LDB_2176841_2514991	1	2176841	2514991	8	8	late	0
1_LDB_2176841_2514991	1	2176841	2514991	7	9	early	1
1_LDB_2176841_2514991	1	2176841	2514991	7	9	middle	2
1_LDB_2176841_2514991	1	2176841	2514991	7	9	late	2
1_LDB_2176841_2514991	1	2176841	2514991	4	10	early	3
1_LDB_2176841_2514991	1	2176841	2514991	4	10	middle	1
1_LDB_2176841_2514991	1	2176841	2514991	4	10	late	0
1_LDB_2176841_2514991	1	2176841	2514991	10	11	early	2
1_LDB_2176841_2514991	1	2176841	2514991	10	11	middle	1
1_LDB_2176841_2514991	1	2176841	2514991	10	11	late	0
chr1:2519438	1	2518438	2520438	0	1	early	30
chr1:2519438	1	2518438	2520438	0	1	middle	23
chr1:2519438	1	2518438	2520438	0	1	late	21
chr1:2519438	1	2518438	2520438	NA	2	early	0
chr1:2519438	1	2518438	2520438	NA	2	middle	5
chr1:2519438	1	2518438	2520438	NA	2	late	3
chr1:2519438	1	2518438	2520438	1	3	early	0
chr1:2519438	1	2518438	2520438	1	3	middle	1
chr1:2519438	1	2518438	2520438	1	3	late	6
1_LDB_2528066_3328029	1	2528066	3328029	0	1	early	2
1_LDB_2528066_3328029	1	2528066	3328029	0	1	middle	12
1_LDB_2528066_3328029	1	2528066	3328029	0	1	late	10
1_LDB_2528066_3328029	1	2528066	3328029	1	2	early	10
1_LDB_2528066_3328029	1	2528066	3328029	1	2	middle	7
1_LDB_2528066_3328029	1	2528066	3328029	1	2	late	5
1_LDB_2528066_3328029	1	2528066	3328029	3	3	early	5
1_LDB_2528066_3328029	1	2528066	3328029	3	3	middle	8
1_LDB_2528066_3328029	1	2528066	3328029	3	3	late	8
1_LDB_2528066_3328029	1	2528066	3328029	2	4	early	13
1_LDB_2528066_3328029	1	2528066	3328029	2	4	middle	2
1_LDB_2528066_3328029	1	2528066	3328029	2	4	late	6
1_LDB_2528066_3328029	1	2528066	3328029	NA	5	early	0
1_LDB_2528066_3328029	1	2528066	3328029	NA	5	middle	0
1_LDB_2528066_3328029	1	2528066	3328029	NA	5	late	1
1_LDB_3331510_3357014	1	3331510	3357014	0	1	early	27
1_LDB_3331510_3357014	1	3331510	3357014	0	1	middle	16
1_LDB_3331510_3357014	1	3331510	3357014	0	1	late	19
1_LDB_3331510_3357014	1	3331510	3357014	1	2	early	0
1_LDB_3331510_3357014	1	3331510	3357014	1	2	middle	6
1_LDB_3331510_3357014	1	3331510	3357014	1	2	late	8
1_LDB_3331510_3357014	1	3331510	3357014	2	3	early	2
1_LDB_3331510_3357014	1	3331510	3357014	2	3	middle	6
1_LDB_3331510_3357014	1	3331510	3357014	2	3	late	2
1_LDB_3331510_3357014	1	3331510	3357014	3	4	early	1
1_LDB_3331510_3357014	1	3331510	3357014	3	4	middle	1
1_LDB_3331510_3357014	1	3331510	3357014	3	4	late	1
1_LDB_3360729_3740887	1	3360729	3740887	0	1	early	11
1_LDB_3360729_3740887	1	3360729	3740887	0	1	middle	12
1_LDB_3360729_3740887	1	3360729	3740887	0	1	late	17
1_LDB_3360729_3740887	1	3360729	3740887	1	2	early	0
1_LDB_3360729_3740887	1	3360729	3740887	1	2	middle	6
1_LDB_3360729_3740887	1	3360729	3740887	1	2	late	7
1_LDB_3360729_3740887	1	3360729	3740887	3	3	early	7
1_LDB_3360729_3740887	1	3360729	3740887	3	3	middle	1
1_LDB_3360729_3740887	1	3360729	3740887	3	3	late	2
1_LDB_3360729_3740887	1	3360729	3740887	2	4	early	8
1_LDB_3360729_3740887	1	3360729	3740887	2	4	middle	2
1_LDB_3360729_3740887	1	3360729	3740887	2	4	late	0
1_LDB_3360729_3740887	1	3360729	3740887	NA	5	early	1
1_LDB_3360729_3740887	1	3360729	3740887	NA	5	middle	2
1_LDB_3360729_3740887	1	3360729	3740887	NA	5	late	2
1_LDB_3360729_3740887	1	3360729	3740887	5	6	early	2
1_LDB_3360729_3740887	1	3360729	3740887	5	6	middle	2
1_LDB_3360729_3740887	1	3360729	3740887	5	6	late	0
1_LDB_3360729_3740887	1	3360729	3740887	4	7	early	1
1_LDB_3360729_3740887	1	3360729	3740887	4	7	middle	1
1_LDB_3360729_3740887	1	3360729	3740887	4	7	late	1
1_LDB_3360729_3740887	1	3360729	3740887	7	8	early	0
1_LDB_3360729_3740887	1	3360729	3740887	7	8	middle	3
1_LDB_3360729_3740887	1	3360729	3740887	7	8	late	0
1_LDB_3360729_3740887	1	3360729	3740887	6	9	early	0
1_LDB_3360729_3740887	1	3360729	3740887	6	9	middle	0
1_LDB_3360729_3740887	1	3360729	3740887	6	9	late	1
1_LDB_3744117_3811866	1	3744117	3811866	0	1	early	19
1_LDB_3744117_3811866	1	3744117	3811866	0	1	middle	21
1_LDB_3744117_3811866	1	3744117	3811866	0	1	late	23
1_LDB_3744117_3811866	1	3744117	3811866	1	2	early	7
1_LDB_3744117_3811866	1	3744117	3811866	1	2	middle	1
1_LDB_3744117_3811866	1	3744117	3811866	1	2	late	3
1_LDB_3744117_3811866	1	3744117	3811866	2	3	early	3
1_LDB_3744117_3811866	1	3744117	3811866	2	3	middle	3
1_LDB_3744117_3811866	1	3744117	3811866	2	3	late	3
1_LDB_3744117_3811866	1	3744117	3811866	NA	4	early	1
1_LDB_3744117_3811866	1	3744117	3811866	NA	4	middle	4
1_LDB_3744117_3811866	1	3744117	3811866	NA	4	late	1
1_LDB_3817686_4009634	1	3817686	4009634	0	1	early	8
1_LDB_3817686_4009634	1	3817686	4009634	0	1	middle	17
1_LDB_3817686_4009634	1	3817686	4009634	0	1	late	14
1_LDB_3817686_4009634	1	3817686	4009634	1	2	early	4
1_LDB_3817686_4009634	1	3817686	4009634	1	2	middle	6
1_LDB_3817686_4009634	1	3817686	4009634	1	2	late	13
1_LDB_3817686_4009634	1	3817686	4009634	2	3	early	8
1_LDB_3817686_4009634	1	3817686	4009634	2	3	middle	3
1_LDB_3817686_4009634	1	3817686	4009634	2	3	late	0
1_LDB_3817686_4009634	1	3817686	4009634	3	4	early	3
1_LDB_3817686_4009634	1	3817686	4009634	3	4	middle	3
1_LDB_3817686_4009634	1	3817686	4009634	3	4	late	3
1_LDB_3817686_4009634	1	3817686	4009634	4	5	early	4
1_LDB_3817686_4009634	1	3817686	4009634	4	5	middle	0
1_LDB_3817686_4009634	1	3817686	4009634	4	5	late	0
1_LDB_3817686_4009634	1	3817686	4009634	5	6	early	3
1_LDB_3817686_4009634	1	3817686	4009634	5	6	middle	0
1_LDB_3817686_4009634	1	3817686	4009634	5	6	late	0
1_LDB_4012952_4121174	1	4012952	4121174	0	1	early	14
1_LDB_4012952_4121174	1	4012952	4121174	0	1	middle	23
1_LDB_4012952_4121174	1	4012952	4121174	0	1	late	27
1_LDB_4012952_4121174	1	4012952	4121174	1	2	early	15
1_LDB_4012952_4121174	1	4012952	4121174	1	2	middle	3
1_LDB_4012952_4121174	1	4012952	4121174	1	2	late	0
1_LDB_4012952_4121174	1	4012952	4121174	2	3	early	1
1_LDB_4012952_4121174	1	4012952	4121174	2	3	middle	3
1_LDB_4012952_4121174	1	4012952	4121174	2	3	late	3
1_LDB_4174736_4407808	1	4174736	4407808	0	1	early	9
1_LDB_4174736_4407808	1	4174736	4407808	0	1	middle	21
1_LDB_4174736_4407808	1	4174736	4407808	0	1	late	13
1_LDB_4174736_4407808	1	4174736	4407808	1	2	early	8
1_LDB_4174736_4407808	1	4174736	4407808	1	2	middle	1
1_LDB_4174736_4407808	1	4174736	4407808	1	2	late	7
1_LDB_4174736_4407808	1	4174736	4407808	2	3	early	9
1_LDB_4174736_4407808	1	4174736	4407808	2	3	middle	2
1_LDB_4174736_4407808	1	4174736	4407808	2	3	late	0
1_LDB_4174736_4407808	1	4174736	4407808	3	4	early	1
1_LDB_4174736_4407808	1	4174736	4407808	3	4	middle	2
1_LDB_4174736_4407808	1	4174736	4407808	3	4	late	5
1_LDB_4174736_4407808	1	4174736	4407808	4	5	early	3
1_LDB_4174736_4407808	1	4174736	4407808	4	5	middle	3
1_LDB_4174736_4407808	1	4174736	4407808	4	5	late	0
1_LDB_4174736_4407808	1	4174736	4407808	5	6	early	0
1_LDB_4174736_4407808	1	4174736	4407808	5	6	middle	0
1_LDB_4174736_4407808	1	4174736	4407808	5	6	late	5
chr1:4428821	1	4427821	4429821	0	1	early	19
chr1:4428821	1	4427821	4429821	0	1	middle	21
chr1:4428821	1	4427821	4429821	0	1	late	23
chr1:4428821	1	4427821	4429821	NA	2	early	9
chr1:4428821	1	4427821	4429821	NA	2	middle	6
chr1:4428821	1	4427821	4429821	NA	2	late	4
chr1:4428821	1	4427821	4429821	1	3	early	2
chr1:4428821	1	4427821	4429821	1	3	middle	2
chr1:4428821	1	4427821	4429821	1	3	late	3
chr1:4494123	1	4493123	4495123	0	1	early	22
chr1:4494123	1	4493123	4495123	0	1	middle	28
chr1:4494123	1	4493123	4495123	0	1	late	21
chr1:4494123	1	4493123	4495123	1	2	early	7
chr1:4494123	1	4493123	4495123	1	2	middle	1
chr1:4494123	1	4493123	4495123	1	2	late	9
chr1:4494123	1	4493123	4495123	NA	3	early	1
chr1:4494123	1	4493123	4495123	NA	3	middle	0
chr1:4494123	1	4493123	4495123	NA	3	late	0
chr1:4524684	1	4523684	4525684	0	1	early	28
chr1:4524684	1	4523684	4525684	0	1	middle	24
chr1:4524684	1	4523684	4525684	0	1	late	26
chr1:4524684	1	4523684	4525684	1	2	early	2
chr1:4524684	1	4523684	4525684	1	2	middle	2
chr1:4524684	1	4523684	4525684	1	2	late	3
chr1:4524684	1	4523684	4525684	NA	3	early	0
chr1:4524684	1	4523684	4525684	NA	3	middle	3
chr1:4524684	1	4523684	4525684	NA	3	late	1
1_LDB_4533690_4544963	1	4533690	4544963	0	1	early	11
1_LDB_4533690_4544963	1	4533690	4544963	0	1	middle	24
1_LDB_4533690_4544963	1	4533690	4544963	0	1	late	13
1_LDB_4533690_4544963	1	4533690	4544963	1	2	early	14
1_LDB_4533690_4544963	1	4533690	4544963	1	2	middle	3
1_LDB_4533690_4544963	1	4533690	4544963	1	2	late	14
1_LDB_4533690_4544963	1	4533690	4544963	2	3	early	3
1_LDB_4533690_4544963	1	4533690	4544963	2	3	middle	2
1_LDB_4533690_4544963	1	4533690	4544963	2	3	late	3
1_LDB_4533690_4544963	1	4533690	4544963	NA	4	early	2
1_LDB_4533690_4544963	1	4533690	4544963	NA	4	middle	0
1_LDB_4533690_4544963	1	4533690	4544963	NA	4	late	0
chr1:4558399	1	4557399	4559399	0	1	early	6
chr1:4558399	1	4557399	4559399	0	1	middle	17
chr1:4558399	1	4557399	4559399	0	1	late	15
chr1:4558399	1	4557399	4559399	NA	2	early	12
chr1:4558399	1	4557399	4559399	NA	2	middle	9
chr1:4558399	1	4557399	4559399	NA	2	late	8
chr1:4558399	1	4557399	4559399	1	3	early	12
chr1:4558399	1	4557399	4559399	1	3	middle	3
chr1:4558399	1	4557399	4559399	1	3	late	7
1_LDB_4563225_4588127	1	4563225	4588127	0	1	early	13
1_LDB_4563225_4588127	1	4563225	4588127	0	1	middle	24
1_LDB_4563225_4588127	1	4563225	4588127	0	1	late	13
1_LDB_4563225_4588127	1	4563225	4588127	1	2	early	16
1_LDB_4563225_4588127	1	4563225	4588127	1	2	middle	5
1_LDB_4563225_4588127	1	4563225	4588127	1	2	late	17
1_LDB_4563225_4588127	1	4563225	4588127	NA	3	early	1
1_LDB_4563225_4588127	1	4563225	4588127	NA	3	middle	0
1_LDB_4563225_4588127	1	4563225	4588127	NA	3	late	0
1_LDB_4592748_4627207	1	4592748	4627207	0	1	early	14
1_LDB_4592748_4627207	1	4592748	4627207	0	1	middle	23
1_LDB_4592748_4627207	1	4592748	4627207	0	1	late	13
1_LDB_4592748_4627207	1	4592748	4627207	1	2	early	8
1_LDB_4592748_4627207	1	4592748	4627207	1	2	middle	2
